Artikelnummer;Attributgruppe;Sortiernummer;Attributname;Attributwert;Datentyp;Attributart
SFP-10/25G-LR-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
SFP-10G-AOC10M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-10G-AOC1M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-10G-AOC2M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-10G-AOC3M;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
SFP-10G-AOC5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-10G-AOC7M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-10G-BX40D-I;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
SFP-10G-ER;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
SFP-10G-ER-I;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
SFP-10G-ER-S;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
SFP-10G-LR;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
SFP-10G-LR-S;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
SFP-10G-LR-X;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
SFP-10G-LRM;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
SFP-10G-SR;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
SFP-10G-SR-S;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
SFP-10G-SR-X;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
SFP-10G-ZR;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
SFP-10G-ZR-I;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
SFP-10G-ZR-S;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
SFP-25G-AOC10M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-25G-AOC1M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-25G-AOC2M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-25G-AOC3M;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
SFP-25G-AOC4M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-25G-AOC5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-25G-AOC7M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-25G-ER-I;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
SFP-25G-SL;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
SFP-25G-SR-S;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
SFP-GE-L;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
SFP-GE-S;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
SFP-GE-T;Transceivers & SFP Modul;11;Anwendung;Zugriffs-/Verteilnetz (Kupfer);Wertliste;Attribut
SFP-GE-Z;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
SFP-GPON-B;Transceivers & SFP Modul;11;Anwendung;Zugriffsnetz (GPON / PON-Zugang);Wertliste;Attribut
SFP-GPON-B-I;Transceivers & SFP Modul;11;Anwendung;Zugriffsnetz (GPON / PON-Zugang);Wertliste;Attribut
SFP-GPON-C;Transceivers & SFP Modul;11;Anwendung;Zugriffsnetz (GPON / PON-Zugang);Wertliste;Attribut
SFP-GPON-C-I;Transceivers & SFP Modul;11;Anwendung;Zugriffsnetz (GPON / PON-Zugang);Wertliste;Attribut
SFP-H10GB-ACU10M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-H10GB-ACU7M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-H10GB-CU1-5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-H10GB-CU1M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-H10GB-CU2-5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-H10GB-CU2M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-H10GB-CU3M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-H10GB-CU4M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-H10GB-CU5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-H25G-CU1M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-H25G-CU2M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-H25G-CU3M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-H25G-CU4M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
SFP-H25G-CU5M;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Top-of-Rack-/Row-Verkabelung);Wertliste;Attribut
WS-G5483;Transceivers & SFP Modul;11;Anwendung;Zugriffs-/Verteilnetz (Kupfer);Wertliste;Attribut
WS-G5484;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
WS-G5486;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
WS-G5487;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
WSP-Q40GLR4L;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
X2-10GB-CX4;Transceivers & SFP Modul;11;Anwendung;Zugriffs-/Verteilnetz (Kupfer);Wertliste;Attribut
X2-10GB-ER;Transceivers & SFP Modul;11;Anwendung;Metro-/Weitverkehrsnetz;Wertliste;Attribut
X2-10GB-LR;Transceivers & SFP Modul;11;Anwendung;Campus-/Metro-Netz (Langstrecke);Wertliste;Attribut
X2-10GB-LRM;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
X2-10GB-LX4;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
X2-10GB-SR;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
X2-10GB-ZR;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
XENPAK-10GB-CX4;Transceivers & SFP Modul;11;Anwendung;Zugriffs-/Verteilnetz (Kupfer);Wertliste;Attribut
XENPAK-10GB-LRM;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
XENPAK-10GB-LX4;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
XENPAK-10GB-SR;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
XENPAK-10GB-ZR;Transceivers & SFP Modul;11;Anwendung;Weitverkehrsnetz (Langstrecke);Wertliste;Attribut
XFP-10G-MM-SR;Transceivers & SFP Modul;11;Anwendung;Rechenzentrum (Kurzstrecke);Wertliste;Attribut
XFP-10GER-OC192IR;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
XFP-10GLR-OC192SR;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
XFP-10GZR-OC192LR;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
XFP10GER-192IR-L;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
XFP10GER192IR-RGD;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
XFP10GLR-192SR-L;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
XFP10GZR192LR-RGD;Transceivers & SFP Modul;11;Anwendung;Transportnetz (SONET/SDH);Wertliste;Attribut
QSFP-100G-AOC10M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-100G-AOC15M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-100G-AOC1M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-100G-AOC20M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-100G-AOC25M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-100G-AOC2M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-100G-AOC30M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-100G-AOC3M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-100G-AOC5M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-100G-AOC7M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-100G-CU1M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-100G-CU2M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-100G-CU3M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-100G-CU5M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-4SFP10G-CU1M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-4SFP10G-CU2M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-4SFP10G-CU3M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-4SFP10G-CU4M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-4SFP10G-CU5M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-4SFP25G-CU1M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-4SFP25G-CU2M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-4SFP25G-CU3M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-4SFP25G-CU5M;Transceivers & SFP Modul;1;Formfaktor;QSFP28;Wertliste;Attribut
QSFP-4X10G-AC10M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-4X10G-AC7M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-ACU10M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-ACU7M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-AOC10M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-AOC15M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-AOC1M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-AOC20M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-AOC25M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-AOC2M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-AOC30M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-AOC3M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-AOC5M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-AOC7M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-CU1M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-CU2M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-CU3M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-CU4M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
QSFP-H40G-CU5M;Transceivers & SFP Modul;1;Formfaktor;QSFP+;Wertliste;Attribut
SFP-10G-AOC10M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-10G-AOC1M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-10G-AOC2M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-10G-AOC3M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-10G-AOC5M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-10G-AOC7M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-25G-AOC10M;Transceivers & SFP Modul;1;Formfaktor;SFP28;Wertliste;Attribut
SFP-25G-AOC1M;Transceivers & SFP Modul;1;Formfaktor;SFP28;Wertliste;Attribut
SFP-25G-AOC2M;Transceivers & SFP Modul;1;Formfaktor;SFP28;Wertliste;Attribut
SFP-25G-AOC3M;Transceivers & SFP Modul;1;Formfaktor;SFP28;Wertliste;Attribut
SFP-25G-AOC4M;Transceivers & SFP Modul;1;Formfaktor;SFP28;Wertliste;Attribut
SFP-25G-AOC5M;Transceivers & SFP Modul;1;Formfaktor;SFP28;Wertliste;Attribut
SFP-25G-AOC7M;Transceivers & SFP Modul;1;Formfaktor;SFP28;Wertliste;Attribut
SFP-H10GB-ACU10M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-H10GB-ACU7M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-H10GB-CU1-5M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-H10GB-CU1M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-H10GB-CU2-5M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-H10GB-CU2M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-H10GB-CU3M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-H10GB-CU4M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-H10GB-CU5M;Transceivers & SFP Modul;1;Formfaktor;SFP+;Wertliste;Attribut
SFP-H25G-CU1M;Transceivers & SFP Modul;1;Formfaktor;SFP28;Wertliste;Attribut
SFP-H25G-CU2M;Transceivers & SFP Modul;1;Formfaktor;SFP28;Wertliste;Attribut
SFP-H25G-CU3M;Transceivers & SFP Modul;1;Formfaktor;SFP28;Wertliste;Attribut
SFP-H25G-CU4M;Transceivers & SFP Modul;1;Formfaktor;SFP28;Wertliste;Attribut
SFP-H25G-CU5M;Transceivers & SFP Modul;1;Formfaktor;SFP28;Wertliste;Attribut
XFP-10G-MM-SR;Transceivers & SFP Modul;1;Formfaktor;XFP;Wertliste;Attribut
CFP-100G-ER4;Transceivers & SFP Modul;6;Anschlusstyp;Duplex SC (PC/UPC);Wertliste;Attribut
CFP-100G-LR4;Transceivers & SFP Modul;6;Anschlusstyp;Duplex SC (PC/UPC);Wertliste;Attribut
CFP-40G-LR4;Transceivers & SFP Modul;6;Anschlusstyp;Duplex SC (PC/UPC);Wertliste;Attribut
CPAK-100G-ER4L;Transceivers & SFP Modul;6;Anschlusstyp;Dual SC/PC;Wertliste;Attribut
CPAK-100G-LR4;Transceivers & SFP Modul;6;Anschlusstyp;Dual SC/PC;Wertliste;Attribut
QSFP-4X10G-LR-S;Transceivers & SFP Modul;6;Anschlusstyp;MPO-12 (APC);Wertliste;Attribut
GLC-EX-SMD;Transceivers & SFP Modul;13;Betriebstemperatur;-5 bis 85 °C;Wertliste;Attribut
GLC-ZX-SMD;Transceivers & SFP Modul;13;Betriebstemperatur;-5 bis 85 °C;Wertliste;Attribut
QDD-400G-DR4-S;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 75 °C;Wertliste;Attribut
QDD-400G-FR4-S;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 75 °C;Wertliste;Attribut
QDD-400G-LR4-S;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 75 °C;Wertliste;Attribut
QDD-400G-LR8-S;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 75 °C;Wertliste;Attribut
QSFP-100G-SM-SR;Transceivers & SFP Modul;13;Betriebstemperatur;+10 bis 60 °C;Wertliste;Attribut
QSFP-100G-ZR4-S;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 70 °C;Wertliste;Attribut
SFP-GE-L;Transceivers & SFP Modul;13;Betriebstemperatur;-5 bis 85 °C;Wertliste;Attribut
SFP-GE-S;Transceivers & SFP Modul;13;Betriebstemperatur;-5 bis 85 °C;Wertliste;Attribut
SFP-GE-T;Transceivers & SFP Modul;13;Betriebstemperatur;-5 bis 85 °C;Wertliste;Attribut
SFP-GE-Z;Transceivers & SFP Modul;13;Betriebstemperatur;-5 bis 85 °C;Wertliste;Attribut
SFP-H10GB-CU1-5M;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 70 °C;Wertliste;Attribut
SFP-H10GB-CU1M;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 70 °C;Wertliste;Attribut
SFP-H10GB-CU2-5M;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 70 °C;Wertliste;Attribut
SFP-H10GB-CU2M;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 70 °C;Wertliste;Attribut
SFP-H10GB-CU3M;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 70 °C;Wertliste;Attribut
SFP-H10GB-CU4M;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 70 °C;Wertliste;Attribut
SFP-H10GB-CU5M;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 70 °C;Wertliste;Attribut
SFP-H25G-CU1M;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 70 °C;Wertliste;Attribut
SFP-H25G-CU2M;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 70 °C;Wertliste;Attribut
SFP-H25G-CU3M;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 70 °C;Wertliste;Attribut
SFP-H25G-CU4M;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 70 °C;Wertliste;Attribut
SFP-H25G-CU5M;Transceivers & SFP Modul;13;Betriebstemperatur;0 bis 70 °C;Wertliste;Attribut
